BU_UOX,BU_MOX,Fr_MOX,TC_MOX,Pu_TOT
62.93,37.54,0.05213,2.609,12.381726
63.14,48.54,0.06811,12.35,11.375666
63.01,40.91,0.06895,16.88,11.544239
63.02,64.88,0.1182,15.74,10.444351
63.22,39.11,0.1952,1.307,9.6971244
63.19,61.71,0.02847,17.52,13.100185
63.07,44.79,0.08713,11.72,10.862412
63.09,49.33,0.003477,16.23,14.176868
62.92,63.49,0.1133,6.961,10.176101
63.08,42.71,0.1388,15.37,10.520093
63.19,32.37,0.1133,0.4176,10.584805
63.23,48.95,0.128,11.55,10.299063
63.24,46.52,0.08755,7.708,10.633391
63.19,59.96,0.06818,13.68,11.364679
63.24,57.34,0.0052,14.62,14.095726
63.05,41.84,0.09591,8.061,10.678392
63.07,61.47,0.118,2.834,9.9388281
62.94,49.35,0.03954,8.382,12.614605
63.05,53.99,0.005878,1.615,14.108976
62.92,61.98,0.1793,6.669,9.7017629
62.93,54.13,0.07529,6.721,11.198382
63.15,31.77,0.07226,17.97,11.471936
62.98,36.6,0.1841,5.865,9.9826235
63.21,55.84,0.1576,2.829,9.7440466
62.95,35.13,0.008033,10.61,13.985722
62.94,39.57,0.04843,15.93,12.297907
63.13,63.19,0.1424,18.45,10.440144
63.22,49.82,0.04725,3.78,12.458176
63.1,40.65,0.009204,8.618,13.901824
62.96,32.88,0.196,6.893,10.025101
63.0,38.92,0.04485,7.342,12.380558
63.17,49.74,0.0481,9.448,12.319198
63.17,40.86,0.1084,0.001495,10.374994
62.96,42.01,0.1913,3.711,9.7631358
62.91,44.85,0.1639,15.16,10.231516
63.01,60.17,0.1777,0.1931,9.5424401
62.93,33.02,0.1265,15.94,10.841767
63.04,53.04,0.1149,1.649,10.025803
63.06,32.45,0.1972,3.462,9.9120488
63.05,47.67,0.01598,10.58,13.574523
63.15,46.03,0.1482,5.057,10.020993
63.14,48.41,0.08182,4.233,11.012898
62.99,63.23,0.1312,17.86,10.34949
62.98,58.71,0.06916,9.871,11.348089
63.03,53.21,0.05826,14.42,11.885286
63.1,31.46,0.1336,16.05,10.771301
63.08,33.21,0.1748,0.3243,10.031712
62.95,49.37,0.1135,17.06,10.623291
62.99,46.99,0.1395,16.21,10.462171
63.08,39.54,0.1908,18.95,10.146024
63.1,31.13,0.05041,0.5785,12.54319
62.95,50.83,0.02667,7.509,13.234008
62.9,60.78,0.08393,1.552,10.695687
63.16,35.65,0.1636,19.3,10.518774
63.02,38.33,0.03595,0.3581,12.810822
63.0,44.36,0.0557,7.2,12.073406
63.06,62.99,0.1106,3.919,9.9778839
63.09,59.06,0.1937,13.11,9.8361143
63.12,51.42,0.0515,1.356,12.06536
63.25,31.44,0.1682,13.26,10.379651
63.04,64.23,0.111,13.58,10.387772
63.18,48.46,0.1282,1.129,9.9410503
63.11,44.27,0.1659,18.61,10.408719
63.11,64.06,0.09337,5.896,10.483153
63.2,56.92,0.02338,0.959,13.289361
63.16,39.96,0.062,13.11,11.697185
63.12,33.55,0.1797,9.912,10.230312
63.05,59.69,0.05628,18.18,11.972861
63.19,41.47,0.1001,19.34,11.023663
63.25,37.11,0.1599,15.87,10.382708
63.22,52.42,0.1018,11.68,10.575786
62.91,61.66,0.1396,16.53,10.314899
62.94,62.02,0.1762,5.96,9.5829444
63.24,59.19,0.1789,1.57,9.5795101
63.23,54.52,0.1838,12.45,9.9189551
62.97,45.66,0.1513,10.05,10.185622
62.96,54.0,0.1053,2.968,10.293031
63.13,31.55,0.05123,18.41,12.263917
62.97,45.86,0.02736,9.751,13.050527
63.02,46.93,0.166,12.92,10.081134
63.12,30.07,0.01615,13.96,13.694511
63.04,59.49,0.1055,19.05,10.516919
63.21,53.2,0.1527,1.245,9.8249874
63.1,45.8,0.134,13.23,10.47556
62.92,54.16,0.07408,10.11,11.022757
63.14,33.89,0.1271,13.95,10.757206
63.18,38.68,0.1889,1.628,9.9197635
63.2,34.86,0.1212,9.727,10.645478
63.06,32.84,0.1504,3.582,10.348193
63.0,46.12,0.1039,16.36,10.842488
63.11,57.38,0.1773,14.5,9.9074862
40.92,44.49,0.07987,10.42,14.194145
41.07,49.96,0.06569,7.267,14.801925
40.93,33.22,0.03591,9.063,16.159763
41.06,32.53,0.0541,15.29,15.376102
41.18,31.72,0.1796,2.44,11.967891
40.85,60.12,0.1295,5.941,11.784596
41.15,35.98,0.0006307,19.42,17.578931
40.88,37.16,0.1898,4.694,11.660657
41.05,59.07,0.01935,13.16,16.731697
41.11,61.69,0.1444,6.579,11.754207
41.15,61.74,0.1751,4.899,11.327913
41.12,50.71,0.07622,5.443,14.00513
41.04,63.96,0.09616,18.57,13.522312
41.02,63.6,0.1623,17.67,11.932191
40.97,50.06,0.1839,13.65,11.675786
40.9,42.45,0.1582,14.81,12.262314
41.17,35.93,0.1623,1.494,11.918582
41.12,39.62,0.004774,0.295,17.424851
40.89,32.11,0.1778,18.88,12.484258
40.87,51.45,0.0006478,2.818,17.592567
41.08,48.16,0.09358,18.2,13.516948
41.14,45.94,0.09749,17.04,13.377223
41.1,34.7,0.05383,6.591,15.445857
41.1,51.0,0.05066,13.75,15.333426
40.98,30.01,0.1511,5.422,12.425937
40.88,49.16,0.002707,3.194,17.500528
40.87,32.41,0.1254,14.49,12.997657
41.05,31.55,0.07831,10.54,14.229067
41.02,36.09,0.1391,16.91,12.741163
40.89,63.17,0.186,7.271,11.318678
40.91,61.43,0.1129,14.82,12.564403
40.98,52.21,0.1307,19.47,12.592876
40.96,63.42,0.1529,10.27,11.661724
40.88,34.18,0.01533,13.24,16.907198
41.14,40.47,0.08816,13.8,13.748668
41.16,41.1,0.06091,18.79,14.928892
41.12,63.38,0.1803,3.062,11.224532
41.09,49.71,0.1835,8.525,11.482075
41.04,40.77,0.0849,13.06,13.96728
40.93,30.64,0.1728,13.93,12.45852
40.86,48.9,0.0007294,6.152,17.594364
40.91,59.39,0.04117,11.99,15.678381
41.17,54.09,0.06036,14.83,14.802085
41.08,62.89,0.0456,18.65,15.46059
41.03,58.3,0.006998,13.19,17.279204
40.91,61.64,0.05063,7.94,15.132217
41.09,35.12,0.02811,14.48,16.376846
40.99,50.06,0.1803,0.4301,11.330001
41.0,60.06,0.1204,2.449,12.359457
40.96,61.9,0.04739,18.51,15.499426
40.91,48.48,0.02482,14.32,16.557205
41.19,41.0,0.134,18.71,12.76073
41.01,37.6,0.1427,12.31,12.501252
41.01,33.97,0.04537,14.91,15.737061
40.86,39.61,0.04476,5.83,15.598997
40.92,55.33,0.1622,3.064,11.490937
40.95,39.09,0.1637,9.936,12.086692
41.19,39.69,0.106,9.044,13.155942
41.0,53.23,0.08576,3.219,14.038991
41.09,40.62,0.1594,11.56,12.203246
41.2,36.21,0.04113,15.58,15.73895
40.87,59.47,0.1104,4.024,12.796166
41.04,32.66,0.1599,3.484,12.245352
40.99,49.28,0.02836,2.742,16.454804
41.02,60.52,0.02406,6.655,16.562891
41.16,64.61,0.1783,8.22,11.221313
40.95,53.81,0.1781,7.972,11.471497
40.92,38.6,0.07692,14.26,14.250042
41.04,39.38,0.1805,8.089,11.899272
41.13,43.43,0.1382,12.99,12.352192
41.18,48.61,0.07104,7.324,14.570175
41.19,62.16,0.14,16.84,12.216227
41.15,58.97,0.1655,4.571,11.364985
40.96,34.39,0.02738,7.012,16.395345
41.14,59.26,0.1889,9.782,11.509721
40.94,58.26,0.06362,10.21,14.535553
40.86,55.31,0.01132,10.36,17.121511
40.97,39.21,0.05869,17.62,14.972617
40.89,51.62,0.1289,14.87,12.440913
41.13,37.25,0.03036,15.56,16.331537
40.94,59.89,0.1796,7.255,11.513306
41.06,42.32,0.1606,7.678,11.922992
41.05,39.82,0.09694,4.36,13.74086
41.1,56.31,0.05433,6.369,15.261114
41.03,60.41,0.07852,13.02,14.035534
41.17,55.71,0.1781,11.75,11.691852
41.06,42.55,0.1702,13.4,12.151454
40.99,61.0,0.006248,17.66,17.341047
40.97,48.97,0.02616,6.838,16.510038
40.93,36.32,0.09827,15.39,13.389483
41.15,59.65,0.022,0.2519,16.51277
41.18,47.77,0.1331,14.5,12.426109
41.01,46.96,0.1917,2.926,11.34314
41.11,50.53,0.05084,12.23,15.348937
40.98,43.27,0.1004,6.198,13.46865
41.07,35.45,0.1396,15.05,12.634489
41.11,62.36,0.1545,2.206,11.450959
40.95,49.89,0.1375,14.15,12.35707
40.9,45.12,0.08234,19.92,14.159081
41.08,31.22,0.121,11.09,12.868513
48.96,46.5,0.1423,2.854,11.005956
49.24,57.69,0.06169,3.994,13.602486
49.2,34.2,0.0498,18.19,14.146089
49.1,47.98,0.1264,18.95,11.791604
49.09,49.67,0.03651,18.06,14.694319
48.92,48.34,0.04921,15.81,13.948115
49.07,56.56,0.03214,13.7,14.735463
48.94,40.76,0.1933,12.42,11.149728
49.11,56.63,0.109,6.509,11.379888
48.97,39.8,0.195,14.97,11.131787
48.94,32.97,0.02385,16.78,15.241463
49.13,35.94,0.007246,8.261,15.852551
48.98,52.9,0.05521,9.193,13.56743
49.13,32.43,0.1301,10.26,11.878232
49.13,30.69,0.05308,2.711,14.216796
48.97,48.26,0.1832,12.99,11.005737
49.22,56.07,0.1189,4.527,11.310508
49.23,36.55,0.04708,3.37,14.009213
49.08,46.09,0.1945,7.893,10.750654
48.99,54.73,0.1564,5.562,10.946466
49.19,31.61,0.1402,9.418,11.778239
49.07,36.38,0.1627,15.9,11.524635
48.91,33.57,0.1328,14.84,11.859987
48.93,40.16,0.001855,0.9293,16.132352
49.19,31.7,0.1684,8.383,11.400183
49.14,61.13,0.09303,15.2,12.01897
49.14,45.57,0.02489,12.41,15.046907
49.0,61.41,0.1353,18.82,11.513829
48.92,38.19,0.01425,11.24,15.607806
49.09,45.73,0.09433,18.28,12.206791
48.98,37.45,0.01702,16.08,15.485731
49.04,41.23,0.07316,8.523,12.927783
49.04,46.12,0.1519,13.88,11.355163
49.08,43.33,0.0156,2.994,15.443731
49.03,37.5,0.08674,8.103,12.635257
49.01,55.15,0.1834,12.44,11.000585
49.0,42.14,0.01971,2.504,15.428878
49.24,48.75,0.04052,6.232,14.481688
48.97,35.55,0.06938,2.492,13.566449
49.21,31.29,0.05407,15.07,13.861747
49.01,61.92,0.1981,9.948,10.501079
49.21,33.78,0.05843,11.47,13.556132
49.1,57.72,0.09024,15.5,12.270528
49.23,52.83,0.05231,12.04,13.859537
49.16,45.78,0.00679,18.7,15.888647
49.03,30.81,0.1428,18.02,12.032823
49.06,52.27,0.02181,6.103,15.164295
49.07,48.89,0.01255,9.96,15.645451
48.96,49.3,0.04662,12.75,14.171127
49.05,49.71,0.09448,6.762,11.956993
49.03,59.22,0.03859,17.7,14.432611
49.18,33.06,0.183,6.267,11.217014
49.15,57.71,0.01515,14.98,15.465643
48.93,51.95,0.05726,5.121,13.484836
49.11,46.88,0.007401,15.07,15.87127
48.95,32.49,0.05163,3.24,13.8789
49.12,33.95,0.01226,3.85,15.653455
49.15,36.3,0.1169,11.8,11.887993
49.06,36.77,0.02888,6.24,14.84854
49.04,43.95,0.04686,12.32,14.173466
49.18,48.03,0.1079,0.2748,11.580472
49.09,30.83,0.09544,10.64,12.294537
49.12,59.36,0.1226,18.17,11.625293
49.02,33.76,0.182,1.602,10.930116
49.17,45.6,0.1475,6.562,11.147867
48.95,35.29,0.1723,13.12,11.454986
49.08,57.24,0.0003637,14.45,16.1741
49.01,47.4,0.1541,6.854,11.193362
49.17,63.4,0.1729,1.413,10.384063
49.24,36.15,0.09833,19.09,12.372679
49.17,64.12,0.04314,1.893,14.063563
49.25,44.41,0.06831,15.98,13.146461
48.91,62.82,0.1367,11.52,11.234718
49.02,49.95,0.1523,6.241,11.030755
49.15,53.43,0.04852,4.737,14.16172
49.18,50.48,0.1099,6.56,11.381193
49.12,47.15,0.09325,2.452,12.025177
48.96,46.89,0.1968,19.83,11.149257
48.99,35.24,2.147e-05,15.32,16.196272
48.94,62.12,0.189,0.8073,10.207755
49.0,48.62,0.07493,16.25,12.998576
49.17,48.75,0.08151,16.33,12.586614
48.9,61.69,0.06518,0.9503,13.533605
49.16,31.62,0.1997,7.301,11.059256
49.2,64.16,0.1422,9.633,11.098825
49.06,38.61,0.02061,13.15,15.315055
49.02,40.63,0.1516,17.54,11.695891
48.95,42.66,0.1024,0.5686,11.905556
49.21,61.51,0.1661,2.243,10.511728
48.99,64.38,0.1929,0.6195,10.241023
48.91,59.13,0.1143,3.571,11.34913
49.23,64.94,0.1273,19.39,11.485463
49.22,55.41,0.09056,18.24,12.201361
49.05,33.99,0.03689,3.989,14.784079
49.2,52.12,0.04931,9.266,13.878603
49.14,46.47,0.1209,5.17,11.381611
48.93,44.27,0.05539,9.258,13.864134
49.22,50.99,0.1828,7.658,10.783098
48.91,38.34,0.1599,2.333,11.241434
49.11,49.99,0.09501,16.12,12.085992
31.66,39.84,0.06041,0.9016,17.21474
31.52,52.5,0.09897,10.93,15.514482
31.54,54.75,0.05293,16.06,17.662881
31.74,60.4,0.04011,7.762,18.006649
31.45,50.57,0.1159,11.28,14.705847
31.52,32.55,0.03126,8.613,18.750476
31.62,33.04,0.09639,17.91,15.853712
31.41,39.62,0.1725,3.556,13.049181
31.61,44.15,0.1026,8.682,15.533891
31.54,37.77,0.02857,17.96,18.800157
31.46,53.21,0.1768,11.49,13.107596
31.42,50.56,0.06063,1.874,17.50359
31.7,33.16,0.1569,17.46,14.043169
31.59,43.06,0.0217,0.9021,19.14776
31.6,51.98,0.1403,14.99,13.715229
31.53,40.75,0.1751,8.576,13.240955
31.57,47.0,0.07687,15.26,16.634863
31.55,48.8,0.03719,10.18,18.278409
31.64,33.38,0.1499,13.87,14.052667
31.58,51.9,0.1449,8.158,13.29785
31.51,35.47,0.09017,2.148,16.069671
31.68,53.84,0.1161,14.96,14.784431
31.6,53.58,0.1092,17.83,15.123903
31.48,50.54,0.07613,4.596,16.756495
31.67,31.66,0.1361,9.073,14.120031
31.74,42.86,0.1943,8.679,12.964453
31.72,34.6,0.05208,10.18,17.754676
31.45,50.52,0.1603,17.91,13.579011
31.66,39.77,0.1518,0.9676,13.428123
31.42,35.25,0.06007,13.35,17.457749
31.56,39.56,0.192,3.339,12.970979
31.64,47.54,0.1831,11.76,13.072513
31.57,31.16,0.0391,16.35,18.375155
31.69,35.03,0.1119,1.37,15.09313
31.7,41.35,0.1249,12.9,14.577291
31.63,30.99,0.09714,9.191,15.633849
31.69,44.54,0.1785,5.386,12.920026
31.54,39.4,0.02446,11.73,18.978719
31.54,62.19,0.1619,3.827,12.683529
31.46,41.95,0.1616,19.8,13.969569
31.46,36.23,0.09961,3.714,15.65297
31.48,57.87,0.02069,15.2,19.135716
31.63,39.51,0.1386,4.973,14.071448
31.73,36.67,0.1981,11.25,13.194144
31.48,40.51,0.08404,0.1945,16.669978
31.42,39.3,0.06177,14.59,17.32083
31.61,35.45,0.06633,18.11,17.137089
31.5,45.66,0.1235,18.28,14.593225
31.74,38.26,0.156,2.516,13.480575
31.4,64.16,0.05375,10.32,17.427887
31.71,33.85,0.03381,1.804,18.641768
31.66,33.26,0.1247,15.41,14.57695
31.51,58.8,0.09331,11.78,15.516596
31.59,35.43,0.1055,17.64,15.352502
31.75,57.62,0.1865,6.079,12.547012
31.62,61.93,0.04284,8.649,18.047233
31.67,42.6,0.1462,4.181,13.43481
31.68,55.08,0.0651,16.64,16.898062
31.65,62.81,0.01778,17.03,19.164936
31.55,30.74,0.01631,8.598,19.369456
31.73,48.9,0.002612,9.273,19.855703
31.6,39.55,0.08917,0.434,16.435483
31.5,45.4,0.1418,19.37,13.866555
31.49,42.09,0.05491,4.93,17.423371
31.44,53.83,0.01712,6.044,19.320073
31.63,56.99,0.115,14.69,14.832584
31.44,41.17,0.1574,4.49,13.328679
31.47,41.99,0.1196,4.638,14.980624
31.53,35.86,0.04857,18.94,17.991966
31.41,64.11,0.1387,12.44,13.621401
31.41,42.98,0.1479,0.823,13.563116
31.56,30.77,0.1269,2.115,15.022649
31.43,51.2,0.05122,15.92,17.786633
31.69,46.62,0.09439,11.58,15.483633
31.58,43.01,0.1246,4.313,14.284532
31.56,56.18,0.06515,17.52,17.081215
31.68,63.73,0.1782,13.84,12.803333
31.47,59.15,0.002568,17.74,19.957697
31.62,49.63,0.0797,14.82,16.335653
31.59,37.82,0.1852,18.2,13.557821
31.71,31.99,0.03441,6.803,18.561183
31.48,56.91,0.01413,15.74,19.389832
31.64,31.97,0.1877,16.87,13.692025
31.52,63.0,0.145,16.04,13.383449
31.72,54.5,0.1178,11.66,14.369392
31.67,58.1,0.1501,9.547,12.999551
31.57,37.32,0.135,15.69,14.247075
31.43,63.39,0.175,15.46,12.932143
31.65,62.44,0.1095,3.509,14.958219
31.44,61.31,0.08473,13.67,15.938267
31.46,64.52,0.0408,4.393,18.06235
31.72,57.71,0.1959,16.58,12.977291
31.49,34.28,0.125,9.47,14.745205
31.43,45.83,0.06034,13.43,17.199714
31.74,50.54,0.1544,14.64,13.305801
31.51,59.54,0.0567,6.843,17.491435
31.5,36.92,0.1752,0.407,13.036344
31.71,40.94,0.1755,15.97,13.468199
31.58,31.67,0.02365,15.26,19.02662
31.65,42.27,0.08644,9.642,15.914867
63.63,59.74,0.01991,0.3644,13.531462
63.8,35.02,0.1062,4.455,10.6914
63.94,30.41,0.1144,8.173,10.844984
63.88,53.6,0.0465,15.63,12.250281
63.84,54.13,0.05515,3.963,11.791122
63.84,47.82,0.07632,11.6,11.044243
63.71,33.14,0.1459,7.338,10.507247
63.74,45.25,0.06562,19.83,11.658812
63.87,44.91,0.1229,17.61,10.731476
63.63,62.08,0.1534,2.203,9.5864913
63.93,36.48,0.1209,6.017,10.528524
63.71,45.22,0.03558,10.13,12.820759
63.93,54.53,0.1152,10.51,10.221778
63.69,43.17,0.02164,19.05,13.42459
63.75,42.0,0.06858,11.04,11.55172
63.75,61.95,0.08741,10.61,10.717663
63.66,58.27,0.04223,17.09,12.442135
63.66,48.92,0.01957,12.85,13.416055
63.6,56.53,0.1064,19.07,10.679844
63.67,40.54,0.000941,5.462,14.278396
63.64,34.1,0.1899,11.03,10.115393
63.67,39.01,0.1014,10.18,10.795298
63.78,57.68,0.08758,4.916,10.503194
63.74,48.71,0.1914,17.17,9.9552803
63.92,47.49,0.18,9.582,9.8331355
63.63,52.32,0.1415,19.5,10.343372
63.82,58.21,0.1951,19.87,9.9675569
63.86,42.66,0.0778,18.35,11.237408
63.68,42.85,0.07935,18.38,11.195383
63.64,35.21,0.04384,5.019,12.647283
63.88,60.54,0.1197,13.21,10.313526
63.94,46.12,0.1507,14.71,10.352853
63.76,62.59,0.01798,5.132,13.428401
63.82,30.36,0.0512,18.32,12.311293
63.77,43.93,0.05127,5.191,12.272045
63.68,53.91,0.1939,2.485,9.5006169
63.95,35.88,0.04465,14.85,12.47742
63.85,37.86,0.09839,4.464,10.693029
63.89,41.75,0.07984,19.69,11.147058
63.72,38.98,0.05959,4.622,11.78968
63.79,30.98,0.1708,8.343,10.311048
63.64,58.61,0.1073,11.2,10.294293
63.86,44.4,0.0213,3.104,13.471688
63.77,52.67,0.07816,10.39,11.100302
63.72,55.1,0.1437,2.579,9.8177571
63.69,46.47,0.02286,4.587,13.314283
63.91,38.48,0.1568,4.496,10.195036
63.7,60.69,0.004265,12.84,14.124116
63.77,31.4,0.193,7.765,10.119308
63.88,48.25,0.03315,15.25,12.902918
63.85,46.56,0.03453,15.92,12.844217
63.62,39.3,0.141,10.87,10.377135
63.73,42.83,0.06835,18.19,11.560095
63.73,43.71,0.1309,12.66,10.480369
63.78,40.63,0.00821,9.602,13.917436
63.9,51.19,0.1472,4.747,9.8397552
63.85,62.34,0.05495,17.15,11.923013
63.8,58.27,0.02581,0.1905,13.288364
63.76,41.11,0.0822,10.76,10.937976
63.8,41.09,0.05983,16.53,11.774007
63.9,59.18,0.1068,4.951,9.9763667
63.68,30.25,0.09945,8.495,11.001419
63.89,50.24,0.09735,6.98,10.519133
63.62,63.95,0.006105,10.44,14.054186
63.78,53.23,0.0965,0.8669,10.323775
63.65,56.78,0.09547,16.6,10.647832
63.87,41.47,0.1542,14.04,10.317153
63.6,56.15,0.1925,5.783,9.6935893
63.79,36.65,0.1099,9.002,10.703575
63.89,31.04,0.0513,0.4792,12.159989
63.81,35.87,0.1741,8.785,10.17661
63.76,34.09,0.1727,17.18,10.382724
63.83,31.59,0.01709,6.981,13.553587
63.62,48.65,0.195,11.12,9.8023131
63.82,52.27,0.1452,16.75,10.242258
63.83,35.71,0.1619,3.253,10.187349
63.83,35.77,0.1276,6.535,10.53783
63.72,57.41,0.199,14.95,9.7764016
63.9,49.65,0.04098,15.02,12.584822
63.86,39.97,0.02314,1.696,13.216792
63.66,49.66,0.1654,3.052,9.8821231
63.81,32.85,0.1279,17.13,10.87564
63.95,36.11,0.04423,5.165,12.59835
63.7,62.05,0.1646,3.117,9.6067056
63.84,60.73,0.08736,15.89,10.753798
63.61,44.69,0.03455,4.231,12.706915
63.92,53.8,0.05414,2.228,11.916021
63.73,42.21,0.09239,14.24,10.904817
63.71,64.14,0.05488,4.791,11.859151
63.74,58.14,0.00785,10.03,13.926557
63.79,37.95,0.1271,5.579,10.456185
63.66,59.05,0.1642,12.59,9.9955544
63.67,43.61,0.1775,19.31,10.184439
63.94,63.54,0.0184,9.36,13.439812
63.91,57.43,0.1603,15.68,10.243339
63.92,50.32,0.1792,0.4287,9.5802339
63.61,34.68,0.01013,11.91,13.906685
63.7,35.42,0.1552,9.251,10.355666
63.65,60.7,0.1223,0.3078,9.8422125
63.88,53.73,0.03046,3.624,13.074998
48.74,40.33,0.0499,9.551,14.139566
48.9,61.16,0.01571,2.177,15.427577
48.75,37.5,0.1019,3.692,12.229635
48.86,44.47,0.158,5.926,11.077838
48.63,35.62,0.1607,15.46,11.572348
48.68,61.99,0.1601,10.68,10.837183
48.76,58.92,0.01069,5.718,15.763453
48.62,49.34,0.01683,9.38,15.46364
48.8,57.29,0.03552,18.09,14.655736
48.84,55.77,0.1577,18.91,11.360244
48.77,61.39,0.1819,16.28,11.149602
48.58,64.19,0.07029,6.786,12.860348
48.7,54.63,0.1829,2.775,10.406624
48.66,55.26,0.1866,3.908,10.4744
48.72,63.69,0.0983,15.88,12.018916
48.69,42.82,0.05227,14.51,13.858461
48.77,48.88,0.1075,15.62,11.767879
48.79,54.78,0.1792,19.25,11.180949
48.79,61.71,0.1445,12.75,11.180368
48.61,41.34,0.09274,9.944,12.324435
48.78,57.47,0.03772,4.879,14.379823
48.71,46.11,0.1875,5.03,10.803907
48.56,43.78,0.1522,1.278,11.079498
48.7,46.27,0.147,11.06,11.292795
48.81,36.81,0.1475,11.25,11.531626
48.65,45.28,0.147,7.842,11.260856
48.67,59.94,0.002625,13.43,16.1119
48.87,60.23,0.1287,5.078,11.09982
48.69,45.4,0.03749,17.82,14.609138
48.9,36.0,0.174,9.76,11.295252
48.65,52.61,0.1895,11.32,10.754631
48.67,36.21,0.07932,8.594,12.800952
48.76,60.45,0.08191,15.53,12.66081
48.57,64.76,0.1576,5.907,10.678398
48.68,37.17,0.05614,17.75,13.792489
48.78,35.84,0.1525,11.99,11.492277
48.57,42.04,0.1899,1.363,10.722903
48.57,63.36,0.01639,15.37,15.516722
48.85,54.81,0.02564,11.85,15.072565
48.8,58.15,0.04631,2.619,14.133857
48.74,43.19,0.09147,0.5164,12.293193
48.85,43.08,0.04874,11.52,13.929951
48.89,42.77,0.1763,18.14,11.366425
48.82,64.49,0.04847,9.155,13.916529
48.72,62.09,0.02786,7.848,15.005254
48.82,62.68,0.1172,18.0,11.5829
48.65,39.45,0.04714,0.6615,14.146834
48.67,47.74,0.04828,15.05,14.012353
48.61,63.61,0.09623,0.5885,11.766049
48.72,41.78,0.1857,1.401,10.824151
48.84,34.94,0.1416,7.604,11.638315
48.66,44.24,0.1536,18.81,11.60631
48.7,36.22,0.1151,8.777,11.774898
48.64,31.47,0.0181,15.11,15.410666
48.75,49.65,0.1859,2.635,10.645757
48.88,61.66,0.02357,16.59,15.09774
48.89,38.27,0.1072,4.984,11.913328
48.83,53.66,0.1044,13.62,11.679109
48.6,35.99,0.1285,18.95,12.05125
48.81,53.1,0.1342,17.12,11.441176
48.78,42.31,0.1732,1.743,10.872735
48.8,48.73,0.1557,1.598,10.867067
48.86,46.96,0.07649,19.26,13.029173
48.66,36.59,0.0004135,1.994,16.209128
48.86,39.05,0.107,13.54,12.017679
48.64,38.06,0.1923,12.59,11.121498
48.74,39.67,0.04836,11.86,14.171472
48.87,54.17,0.1853,18.43,11.030174
48.56,34.19,0.02593,2.511,15.110524
48.79,62.38,0.08556,12.74,12.213132
48.59,45.0,0.03584,14.82,14.635908
48.62,59.97,0.05321,13.08,13.655208
48.61,34.05,0.04886,12.51,14.193953
48.82,32.17,0.1379,18.09,12.028679
48.83,36.23,0.1157,7.005,11.734163
48.58,60.37,0.01174,4.403,15.7334
48.69,39.21,0.135,5.26,11.41968
48.73,37.06,0.0341,1.966,14.63618
48.6,45.18,0.1956,2.051,10.547253
48.83,60.81,0.07068,14.49,13.058348
48.73,47.33,0.1615,7.78,11.168359
48.55,36.27,0.01152,14.14,15.704793
48.58,43.9,0.0674,19.12,13.429967
48.76,36.33,0.02733,0.8976,15.005214
48.85,58.98,0.1761,7.636,10.705938
48.82,31.13,0.04778,3.033,14.165083
48.7,34.88,0.08861,8.556,12.600025
48.87,52.17,0.03129,1.878,14.808368
48.59,41.42,0.1557,9.207,11.281287
48.62,31.17,0.01685,16.4,15.553913
48.77,64.43,0.06767,2.409,13.388246
48.88,49.09,0.1923,16.64,11.095238
48.63,58.67,0.02283,5.046,15.262908
48.74,62.78,0.173,13.18,10.97596
48.61,42.87,0.04257,1.679,14.356229
48.89,40.12,0.1147,7.946,11.770545
48.56,41.8,0.1854,7.964,10.905319
48.71,54.89,0.1993,2.668,10.391586
48.63,45.98,0.07527,16.73,12.897807
48.59,50.97,0.09209,8.134,12.302993
47.8,35.75,0.06615,2.585,13.449054
47.54,54.06,0.02466,0.4993,15.410146
47.51,50.42,0.1845,4.574,10.873606
47.74,34.2,0.08907,1.433,12.990831
47.64,48.36,0.1949,12.47,10.987581
47.82,52.59,0.04914,2.831,14.292166
47.54,34.33,0.1027,14.45,12.379655
47.78,59.61,0.1039,17.41,11.982841
47.52,31.95,0.1689,3.39,11.38413
47.69,53.08,0.1118,3.317,11.685088
47.77,33.27,0.1225,1.032,11.774458
47.74,55.67,0.03196,14.2,14.961919
47.73,39.85,0.1808,19.4,11.505527
47.75,37.88,0.1315,10.41,11.706016
47.61,50.8,0.1647,7.353,11.036368
47.57,54.77,0.1589,10.55,11.212573
47.69,51.01,0.07778,5.39,13.093633
47.73,37.86,0.01554,12.25,15.67934
47.85,41.38,0.1541,12.61,11.42596
47.59,34.54,0.113,6.651,11.955177
47.59,56.81,0.07394,9.164,12.882321
47.6,40.17,0.1467,17.14,11.650141
47.56,50.98,0.008185,8.608,16.040652
47.78,45.38,0.1441,13.4,11.383431
47.63,31.03,0.1389,15.15,12.045955
47.77,40.66,0.04038,16.49,14.482777
47.66,32.25,0.05734,13.83,13.84451
47.69,49.26,0.01558,6.631,15.689667
47.58,64.01,0.07519,9.401,12.784016
47.76,59.51,0.02677,0.1132,15.239619
47.78,46.79,0.1835,16.09,11.021083
47.63,30.88,0.1498,6.61,11.680096
47.68,54.05,0.1188,1.869,11.16663
47.78,61.14,0.08723,15.97,12.379825
47.67,51.11,0.03985,9.789,14.4361
47.66,43.24,0.0966,5.875,12.40556
47.8,51.91,0.08508,19.38,12.746597
47.56,61.07,0.0833,4.094,12.866254
47.52,48.19,0.05781,17.67,13.907046
47.65,33.65,0.06623,15.78,13.508948
47.7,38.73,0.1826,9.333,11.256934
47.68,31.74,0.01462,0.006399,15.732626
