BU_UOX,BU_MOX,Fr_MOX,TC_MOX,Pu_TOT
48.44,37.83,0.06822,17.04,13.357753
48.33,50.3,0.05625,10.75,13.776119
48.35,58.31,0.1386,9.942,11.208313
48.38,38.32,0.1528,12.76,11.532485
45.53,41.03,0.1583,19.88,11.914588
45.65,57.12,0.1059,10.92,12.133553
45.69,52.96,0.1534,1.187,10.978354
45.49,33.01,0.02895,7.605,15.413283
45.44,58.73,0.1209,12.02,11.768131
45.5,49.23,0.1105,14.77,12.073143
45.47,59.96,0.1777,14.71,11.373026
45.42,60.32,0.1263,8.702,11.377042
45.49,38.6,0.0752,8.51,13.416937
45.61,62.84,0.1372,0.5458,11.015149
45.62,32.78,0.0279,17.59,15.575204
45.63,44.43,0.001205,18.28,16.654207
45.75,40.28,0.05568,14.69,14.179601
45.72,31.24,0.01524,1.428,16.002634
45.4,59.21,0.1385,5.868,11.289695
45.56,35.52,0.1112,15.54,12.482214
45.43,55.18,0.08773,3.83,12.662509
45.43,55.7,0.1786,17.23,11.239743
45.53,63.5,0.04919,10.01,14.530248
45.68,41.92,0.1588,10.05,11.503551
45.71,43.22,0.1252,2.875,11.597139
45.59,35.1,0.002308,4.173,16.613845
45.74,40.18,0.09307,0.9859,12.544832
45.67,48.5,0.1101,4.089,11.812332
45.46,51.89,0.1678,17.01,11.471583
45.61,45.89,0.1242,17.54,11.955409
45.73,64.47,0.08935,10.3,12.420863
45.58,32.86,0.05139,3.774,14.519192
45.6,42.54,0.01154,18.86,16.236732
45.64,47.22,0.08649,19.85,13.046313
45.62,59.89,0.1094,14.29,11.850229
45.44,40.19,0.1124,17.09,12.450761
45.68,46.38,0.1042,6.634,12.271248
45.6,47.89,0.07903,19.66,13.265665
45.54,63.01,0.09924,4.787,12.431406
45.58,36.68,0.1442,2.784,11.532895
45.42,59.64,0.1605,18.22,11.481589
45.53,55.15,0.02185,17.78,15.775992
45.65,49.9,0.1355,4.111,11.353454
45.47,55.98,0.07964,9.71,13.24399
45.66,61.72,0.06252,15.64,13.783734
45.74,36.14,0.004194,2.735,16.461687
45.6,43.77,0.1374,5.735,11.544702
45.7,61.16,0.03821,9.883,14.965345
45.52,36.47,0.156,19.42,11.956471
45.44,58.52,0.01394,10.81,16.095264
45.69,64.94,0.1973,1.296,10.354526
45.63,33.48,0.09172,9.164,12.763554
45.51,30.58,0.1865,18.27,11.835285
45.6,47.96,0.01362,16.92,16.09958
45.45,36.15,0.1424,9.497,11.879468
45.52,51.58,0.0596,6.265,13.893672
45.4,61.73,0.00202,17.64,16.696195
45.5,58.1,0.1386,9.369,11.386094
45.71,54.28,0.01584,3.924,15.892161
45.42,47.71,0.1531,10.94,11.551432
45.7,37.53,0.08335,2.311,12.972979
45.67,30.71,0.05204,4.129,14.696164
45.7,31.19,0.04322,19.84,14.95175
45.51,46.22,0.0858,19.1,13.049392
45.48,46.19,0.1452,19.46,11.954826
45.65,34.09,0.07475,5.743,13.47983
45.61,45.52,0.00922,9.125,16.290104
45.66,41.66,0.1942,6.496,11.068188
45.53,45.09,0.156,14.9,11.719867
45.56,59.2,0.0583,15.64,14.17363
45.57,63.07,0.1612,12.04,11.231423
45.57,61.03,0.08489,13.78,13.040589
45.74,46.02,0.04119,15.55,14.887509
45.64,61.96,0.1943,15.91,10.909466
45.5,39.61,0.1954,8.111,11.216583
45.63,47.95,0.119,19.38,12.077911
45.43,44.79,0.1494,13.44,11.804264
45.66,42.51,0.02179,0.07933,15.858053
45.45,42.15,0.1965,16.47,11.339744
45.58,46.28,0.06038,1.283,14.314153
45.41,33.44,0.134,16.26,12.297113
45.73,51.11,0.1872,10.57,10.943394
45.54,46.86,0.1805,15.09,11.421876
45.49,47.49,0.1184,16.82,12.169238
45.55,52.14,0.1862,4.318,10.823205
45.67,50.65,0.02252,5.591,15.662666
45.46,54.57,0.08238,0.3513,12.883358
45.72,35.56,0.09388,4.575,12.962905
45.59,42.19,0.1327,19.31,12.175624
45.41,41.26,0.06076,6.316,13.958335
45.45,63.98,0.1301,18.77,11.901293
45.51,41.62,0.1007,17.27,12.507364
45.55,58.92,0.07754,19.3,13.462347
45.47,60.81,0.07582,1.072,13.228102
45.68,64.73,0.1162,18.15,12.047633
45.46,38.47,0.08708,4.396,12.893969
45.73,64.0,0.04871,17.59,14.499403
45.72,37.81,0.1722,5.158,11.333582
45.48,34.67,0.09167,17.14,12.979814
45.55,45.72,0.05184,9.882,14.475453
45.71,36.19,0.03171,4.06,15.431343
45.56,54.87,0.1622,15.22,11.431492
45.64,56.03,0.1225,15.64,11.805077
45.57,30.52,0.05804,10.12,14.374381
42.59,51.33,0.1814,0.8366,11.120097
42.32,57.43,0.1499,16.14,11.815424
42.41,47.95,0.07574,6.471,13.715951
42.26,48.78,0.01836,7.922,16.499436
42.35,44.92,0.0615,0.8638,14.379928
42.25,63.42,0.1454,18.18,12.104312
42.34,45.02,0.1975,12.5,11.325052
42.42,49.68,0.1382,3.574,11.524003
42.51,60.9,0.05832,11.57,14.50497
42.4,30.99,0.1801,15.6,12.082374
42.36,62.61,0.132,9.399,11.800099
42.29,32.65,0.0786,5.184,14.187756
42.47,32.23,0.07102,0.825,14.101991
42.32,56.88,0.01553,1.68,16.554745
42.3,63.09,0.04576,18.66,15.155816
42.41,46.6,0.1162,9.83,12.211646
42.47,38.26,0.02361,13.5,16.269998
42.46,49.87,0.1143,7.334,12.129825
42.4,50.17,0.08283,14.76,13.505714
42.56,54.85,0.00201,2.106,17.206832
42.55,45.75,0.1245,13.2,12.189826
42.39,38.2,0.1134,12.88,12.492115
42.28,60.7,0.03333,8.441,15.631747
42.34,44.89,0.1013,10.94,12.876375
42.53,34.6,0.1817,7.024,11.676028
42.42,36.59,0.1478,14.77,12.317574
42.51,57.34,0.07712,15.43,13.88325
42.49,49.63,0.03506,17.36,15.643658
42.52,56.85,0.02201,8.229,16.194151
42.34,45.28,0.04376,4.655,15.480315
42.45,51.31,0.01722,4.855,16.562664
42.32,58.94,0.1495,8.692,11.54162
42.56,42.93,0.1295,14.14,12.128073
42.34,47.18,0.01748,10.85,16.440369
42.44,54.3,0.1092,2.597,12.694385
42.42,57.14,0.1673,8.929,11.432391
42.25,63.31,0.1435,16.5,11.855175
42.44,43.12,0.1395,3.4,11.754931
42.57,44.98,0.1137,18.92,12.654404
42.35,61.16,0.06526,12.1,14.168534
42.52,59.98,0.03281,13.38,15.778737
42.51,46.32,0.03697,7.334,15.7128
42.6,62.14,0.1967,8.828,10.94161
42.33,55.95,0.05945,13.13,14.583326
42.3,32.48,0.1428,19.96,12.644876
42.48,47.34,0.181,5.287,11.233335
42.48,64.65,0.0175,3.646,16.537048
42.57,31.5,0.1435,5.034,12.202491
42.5,56.36,0.06789,9.255,14.270847
42.26,49.03,0.03677,2.905,15.597963
42.37,60.17,0.1604,3.491,11.196209
42.33,43.57,0.1187,1.291,12.096723
42.38,52.66,0.1283,17.08,12.301354
42.36,32.53,0.04329,19.92,15.386423
42.38,44.99,0.1028,0.4182,12.818154
42.48,39.8,0.1613,17.2,12.140832
42.57,57.04,0.1636,7.021,11.287244
42.49,35.72,0.1659,18.91,12.256746
42.58,32.36,0.1379,4.651,12.195541
42.38,54.47,0.07414,12.37,13.927999
42.5,63.63,0.1402,0.7189,11.162199
42.39,56.72,0.0364,14.93,15.569169
42.28,35.21,0.1916,10.3,11.654225
42.29,56.24,0.0479,6.476,15.01511
42.54,43.02,0.1717,4.108,11.478639
42.55,54.97,0.01858,12.8,16.366971
42.52,42.94,0.198,17.83,11.647548
42.53,55.74,0.00384,7.975,17.122632
42.45,62.71,0.1938,19.69,11.596837
42.47,35.68,0.04917,11.23,15.005826
42.31,52.48,0.08525,16.99,13.522819
42.4,30.71,0.06927,11.65,14.196439
42.28,47.35,0.1909,13.9,11.335381
42.59,31.53,0.06093,13.84,14.527759
42.37,50.1,0.125,9.533,11.924565
42.54,49.28,0.1519,12.92,11.79439
42.31,44.61,0.03767,16.58,15.654757
42.52,62.51,0.1627,18.98,11.88976
42.27,46.64,0.09988,7.645,13.012442
42.36,39.95,0.001617,14.73,17.222377
42.43,59.56,0.09853,10.93,12.847587
42.56,34.65,0.04487,12.73,15.246048
42.58,62.14,0.006126,19.01,17.013612
42.58,60.68,0.0859,17.92,13.422848
42.44,38.3,0.1675,4.647,11.637584
42.45,61.4,0.1093,1.94,12.278499
42.55,60.04,0.1718,3.174,11.118803
42.59,49.06,0.1008,1.845,13.173471
42.46,62.43,0.009882,6.904,16.815389
42.31,54.15,0.002906,5.089,17.15366
42.49,31.67,0.0131,5.219,16.697934
42.26,60.15,0.1853,0.1574,10.789731
42.31,61.22,0.1655,19.57,11.76474
42.29,59.77,0.09627,1.643,12.839321
42.43,58.64,0.09287,6.784,13.204251
42.37,50.94,0.148,6.31,11.576718
42.27,54.72,0.1557,19.85,12.050923
42.41,64.87,0.1314,10.21,11.785791
42.43,47.06,0.1025,6.661,12.623517
42.53,54.8,0.1612,19.8,12.030767
63.48,45.01,0.02159,8.295,13.438444
63.55,44.39,0.02546,8.603,13.124654
63.41,60.52,0.02458,16.69,13.275194
63.43,30.86,0.07564,12.66,11.352633
63.35,40.32,0.1858,17.78,10.211757
63.35,53.54,0.01733,8.428,13.501149
63.46,42.98,0.1229,6.024,10.46838
63.25,47.98,0.0581,14.14,11.768288
63.39,57.89,0.07305,3.055,11.359807
63.39,50.65,0.01751,9.859,13.533431
63.54,33.77,0.1532,7.83,10.405438
63.33,41.76,0.1535,0.768,9.9497773
63.49,58.53,0.05516,5.635,11.74892
63.3,51.38,0.1583,6.866,9.8752798
63.41,47.21,0.04748,13.48,12.238247
63.58,56.04,0.05333,10.5,11.891223
63.33,42.3,0.08295,18.61,11.191632
63.57,30.03,0.1973,5.213,10.024893
63.44,30.12,0.131,15.24,10.915162
63.52,31.69,0.1032,9.984,10.976537
63.48,53.61,0.03835,11.33,12.514826
63.32,46.5,0.03174,16.12,12.919371
63.57,52.53,0.01107,7.907,13.859477
63.6,32.36,0.04215,8.926,12.676552
63.5,52.79,0.1714,5.255,9.8085787
63.57,50.42,0.1362,8.037,10.092684
63.26,41.71,0.04603,8.73,12.317507
63.42,41.3,0.07817,16.48,11.139865
63.36,49.56,0.1168,13.77,10.383051
63.53,61.15,0.1514,4.087,9.9063006
63.47,57.09,0.05081,17.92,12.13831
63.3,62.49,0.04615,1.194,12.462773
63.53,64.84,0.06219,7.185,11.624901
63.46,57.94,0.1694,6.782,9.7967244
63.4,45.15,0.04964,5.788,12.122579
63.28,49.76,0.02383,18.94,13.364507
63.37,43.85,0.03943,6.33,12.750658
63.55,63.72,0.09032,15.45,10.453355
63.56,54.42,0.1138,12.93,10.468005
63.39,62.52,0.03846,12.33,12.625328
63.31,37.73,0.07882,11.38,11.098076
63.59,62.82,0.04969,1.69,12.293285
63.44,52.94,0.1901,6.237,9.5564721
63.42,32.64,0.1113,12.51,10.896331
63.42,47.29,0.09229,12.6,10.778773
63.45,37.23,0.03101,12.17,12.941443
63.28,51.91,0.1729,14.95,10.163231
63.51,48.63,0.1828,19.98,10.308569
63.34,64.05,0.07134,1.021,11.129252
63.31,44.59,0.07387,19.2,11.445538
63.51,41.91,0.04009,12.2,12.533086
63.56,33.81,0.05932,13.19,11.944766
63.27,36.71,0.009975,11.22,13.931971
63.36,45.27,0.02637,13.37,13.247422
63.56,31.85,0.1163,8.053,10.746995
63.44,41.42,0.0525,15.41,12.150464
63.53,58.38,0.1438,4.591,9.8096794
63.27,30.17,0.002698,10.24,14.234896
63.47,31.38,0.05798,17.33,12.027454
63.29,33.02,0.1503,9.786,10.404452
63.51,36.25,0.03915,18.66,12.667302
63.52,35.91,0.1217,4.517,10.450609
63.54,51.72,0.1381,8.397,10.13039
63.35,50.46,0.005132,12.89,14.098963
63.27,54.22,0.04473,3.82,12.539053
63.58,58.12,0.1409,8.629,10.076928
63.47,33.26,0.004088,16.16,14.167215
63.38,63.3,0.129,9.209,10.012493
63.46,47.58,0.02217,12.56,13.31321
63.28,36.5,0.02168,10.52,13.457977
63.59,47.25,0.08819,5.766,10.596332
63.58,36.97,0.1848,9.668,10.104398
63.34,56.32,0.1429,12.42,10.173233
63.38,33.04,0.02414,8.095,13.387847
63.5,61.52,0.03586,17.3,12.714506
63.48,33.1,0.1636,16.44,10.555853
63.33,40.29,0.09495,12.4,10.847171
63.29,30.75,0.1093,5.382,10.805362
63.49,64.82,0.05379,4.85,11.889529
63.37,52.44,0.1768,14.4,9.7866835
63.33,53.71,0.101,11.07,10.501023
63.46,56.55,0.02436,6.968,13.240224
63.43,34.78,0.008622,1.154,14.018265
63.43,36.18,0.0741,10.98,11.305744
63.41,55.02,0.03187,0.5429,12.893998
63.53,40.84,0.04056,2.212,12.463803
63.4,59.42,0.1968,18.73,9.7208555
63.26,42.13,0.164,9.875,10.034264
63.39,43.72,0.0263,11.29,13.226606
63.32,32.87,0.1073,8.601,10.810851
63.55,54.45,0.1921,3.531,9.6009125
63.31,38.25,0.1392,10.49,10.527507
63.26,31.59,0.05548,12.54,12.134866
63.36,53.25,0.09469,7.779,10.48253
63.32,55.12,0.1268,2.659,10.095863
63.59,59.26,0.04483,15.84,12.283785
63.38,35.05,0.1949,9.011,10.025166
63.5,48.71,0.1787,3.409,9.756885
63.45,39.74,0.1662,3.443,10.027149
63.29,31.75,0.06265,3.98,12.000465
40.46,35.33,0.03952,11.14,16.042726
40.25,56.37,0.04529,19.34,15.659302
40.31,60.02,0.1932,18.83,11.815135
40.19,30.65,0.09104,0.755,13.964577
40.17,41.47,0.1238,14.03,12.73687
40.41,34.86,0.00661,7.264,17.409701
40.4,54.78,0.06215,0.9341,15.174178
40.36,37.3,0.07425,0.8059,14.899085
40.48,30.63,0.1419,9.787,12.680707
40.37,41.96,0.07911,10.12,14.094849
40.31,46.23,0.006359,1.134,17.511023
40.24,39.67,0.1102,4.064,12.951349
40.15,52.58,0.1801,18.52,11.987156
40.21,56.55,0.1643,13.51,11.990623
40.39,31.69,0.1726,6.288,12.260756
40.24,59.64,0.09246,13.68,13.398104
40.37,34.44,0.08159,3.126,14.193876
40.43,53.48,0.02246,14.63,16.651381
40.33,31.86,0.02993,10.83,16.375654
40.18,40.38,0.1731,12.03,12.195974
40.34,52.47,0.06813,3.878,14.491122
40.49,38.32,0.07627,17.53,14.289761
40.46,42.56,0.1361,2.088,12.007546
40.47,58.02,0.1735,1.768,11.150627
40.28,37.18,0.05176,13.13,15.556302
40.32,56.82,0.09299,1.163,13.917481
40.23,43.97,0.1243,7.126,12.522238
40.35,50.17,0.03379,13.3,16.108688
40.5,43.76,0.1113,11.55,12.840344
40.22,45.37,0.00953,12.5,17.377827
40.21,59.44,0.134,3.529,11.833125
40.19,31.13,0.1744,19.63,12.685366
40.16,48.14,0.0676,3.836,14.610002
40.49,52.57,0.01112,6.941,17.201864
40.39,41.8,0.05393,8.206,15.281264
40.16,58.98,0.1601,11.27,11.86736
40.37,56.41,0.07191,18.45,14.40588
40.17,49.48,0.1684,11.84,12.068867
40.17,43.51,0.1919,19.93,12.171134
40.45,39.99,0.1332,6.075,12.409118
40.21,43.7,0.01657,19.34,17.103177
40.33,51.96,0.01966,13.08,16.811389
40.3,54.85,0.06603,11.84,14.582476
40.46,39.04,0.1459,17.2,12.63817
40.41,30.57,0.1346,3.728,12.601412
40.44,44.19,0.01782,15.76,16.93913
40.48,35.46,0.1096,3.786,13.362354
40.43,41.23,0.1132,0.3783,13.260137
40.27,31.2,0.1955,6.71,12.031369
40.32,44.55,0.06439,3.584,14.847797
40.39,53.94,0.04165,3.187,15.69665
40.28,35.48,0.06313,9.455,15.163246
40.47,43.19,0.1816,10.18,11.853902
40.41,55.81,0.1283,9.225,12.206234
40.29,48.23,0.06598,17.94,14.879067
40.49,51.38,0.07211,1.455,14.380824
40.44,46.78,0.008055,12.57,17.324952
40.26,45.99,0.0932,11.05,13.493605
40.3,37.36,0.1996,0.121,11.568157
40.23,50.49,0.07895,11.26,14.058455
40.22,54.19,0.1424,5.365,11.861867
40.28,61.76,0.1828,8.534,11.543366
40.45,54.03,0.1776,8.565,11.49107
40.27,41.6,0.08644,16.68,14.052862
40.42,41.53,0.08454,15.02,14.122022
40.16,51.71,0.01383,6.271,17.176099
40.2,34.77,0.005624,16.07,17.547039
40.25,44.67,0.1367,6.812,12.327362
40.25,52.36,0.1205,4.612,12.328951
40.41,64.63,0.03804,5.911,16.048988
40.36,62.0,0.006647,5.762,17.454773
40.47,47.83,0.06912,17.06,14.675767
40.19,63.99,0.002264,18.93,17.701898
40.32,40.75,0.01447,12.67,17.097713
40.43,40.56,0.0618,14.75,14.944024
40.34,52.3,0.1799,12.82,11.947638
40.45,50.29,0.06407,6.408,14.966619
40.3,32.74,0.03534,7.911,16.343381
40.43,63.67,0.05259,13.16,15.169552
40.35,50.37,0.01909,6.812,16.931913
40.26,45.88,0.1122,10.3,12.890761
40.5,56.81,0.1321,4.133,11.980204
40.22,53.51,0.1887,7.098,11.496169
40.38,39.55,0.1314,2.143,12.239933
40.17,31.07,0.1058,7.009,13.535746
40.31,64.02,0.1462,9.229,11.807126
40.2,64.21,0.02932,9.226,16.482371
40.33,61.4,0.01065,0.8906,17.314551
40.42,35.08,0.07399,16.65,14.596998
40.4,47.9,0.0137,0.6044,17.177283
40.36,50.64,0.1863,11.5,11.727678
40.26,46.03,0.1311,19.54,12.650757
40.21,31.72,0.1234,17.39,13.164308
40.29,44.03,0.198,1.19,11.283364
40.24,32.33,0.06105,14.74,15.269201
40.35,52.7,0.09073,8.02,13.591764
40.38,59.86,0.1635,12.31,11.98232
40.18,56.08,0.06463,4.725,15.050262
40.27,54.9,0.09484,2.21,13.832353
40.38,64.37,0.03462,19.08,16.093347
60.8,40.43,0.1696,8.515,10.2311
60.99,59.87,0.1738,3.138,9.8042556
61.05,52.21,0.05613,12.43,12.117088
60.99,42.45,0.1791,6.554,9.9181686
60.94,32.71,0.152,18.3,10.868352
61.0,30.94,0.1388,2.436,10.639966
60.84,59.43,0.04115,8.914,12.854158
61.02,31.19,0.1909,14.84,10.453801
60.85,48.84,0.0119,17.43,14.117289
61.07,58.59,0.1899,8.49,9.6267997
60.96,54.86,0.1412,6.743,10.129593
61.02,46.08,0.1846,18.25,10.315113
60.81,63.96,0.1003,11.28,10.642445
60.87,53.22,0.1554,14.65,10.261983
61.14,38.88,0.02774,19.18,13.441438
60.91,49.11,0.06159,4.794,11.807012
60.86,49.4,0.02573,4.104,13.590807
61.03,37.8,0.1378,9.5,10.622634
60.85,42.61,0.05981,5.648,12.232408
60.82,47.68,0.1611,13.6,10.186131
61.13,52.05,0.03361,4.904,13.06799
60.88,52.47,0.1142,9.122,10.438252
60.96,58.48,0.16,15.5,10.310895
60.91,44.18,0.06861,5.198,11.865798
61.04,40.67,0.05803,17.28,12.247556
61.09,49.19,0.1563,9.231,10.152187
61.07,61.68,0.01038,8.745,14.082276
60.85,33.01,0.1678,18.85,10.706355
60.87,48.79,0.08693,16.41,11.049951
61.06,33.81,0.04673,7.633,12.622395
60.93,33.21,0.02007,1.559,13.888554
60.9,37.69,0.1673,11.95,10.404812
60.92,45.37,0.1849,7.724,9.8589949
61.04,33.08,0.09829,17.13,11.291736
61.15,54.88,0.0008318,7.228,14.542093
60.96,48.83,0.04046,11.09,12.710011
60.99,39.31,0.1405,2.953,10.352001
61.03,39.58,0.03299,12.08,13.123218
61.05,64.37,0.07362,0.2195,11.32953
60.89,43.39,0.09865,18.54,11.076777
60.97,34.15,0.1425,8.423,10.627704
60.98,60.12,0.1989,18.47,10.227085
60.89,62.18,0.05729,16.9,12.146801
61.08,36.59,0.008905,7.891,14.173062
60.94,39.44,0.1376,9.583,10.505378
61.13,64.76,0.1436,9.971,9.9824445
60.95,54.92,0.09083,16.92,11.058499
61.08,58.82,0.1525,15.06,10.297448
61.13,48.58,0.09355,11.38,10.894274
61.1,63.53,0.07005,12.2,11.330397
60.94,46.61,0.1812,4.72,9.8316037
61.05,40.95,0.0841,19.11,11.384357
61.1,41.49,0.03558,0.05489,13.041838
60.81,52.86,0.1187,16.66,10.733121
61.01,42.46,0.1795,12.81,10.228699
61.14,31.63,0.06786,19.22,11.911509
60.83,56.72,0.003021,17.52,14.497287
60.89,43.35,0.03417,11.79,13.167826
61.07,61.93,0.01875,3.418,13.813544
60.84,64.97,0.1397,0.05695,10.05236
60.88,51.53,0.1531,13.34,10.269253
61.11,56.73,0.03051,13.31,13.176652
60.98,39.33,0.004701,6.572,14.423208
61.01,32.59,0.1596,5.78,10.42689
60.92,61.18,0.1409,9.6,10.272774
61.12,34.31,0.02736,10.97,13.470454
60.86,55.75,0.04584,15.4,12.582699
61.03,35.24,0.04022,5.827,12.897549
61.12,60.91,0.06375,13.19,11.859634
60.97,35.35,0.1769,14.87,10.508959
60.82,35.73,0.08548,5.712,11.163623
60.87,55.93,0.04189,0.01535,12.989835
61.01,30.61,0.03202,2.461,13.444855
60.82,40.56,0.06306,17.59,12.069379
61.09,51.03,0.1257,9.294,10.489552
60.86,50.58,0.1877,9.173,9.9382712
61.04,36.22,0.0275,6.058,13.38284
60.81,55.55,0.04868,13.56,12.575077
60.82,49.67,0.1896,1.396,9.8220798
60.83,33.57,0.1165,17.01,11.128789
61.12,40.0,0.07531,0.5604,11.781626
60.92,35.97,0.1492,2.895,10.330653
61.14,55.4,0.006081,6.101,14.282432
61.11,44.66,0.1795,17.85,10.297625
60.93,43.43,0.07482,11.53,11.538617
61.09,53.37,0.04201,14.66,12.67313
60.99,38.63,0.1935,12.36,10.176532
61.0,39.05,0.07657,13.88,11.453052
60.95,39.41,0.09931,15.32,11.041197
61.11,59.7,0.1416,6.643,10.031105
60.85,54.25,0.02648,17.22,13.424415
61.0,57.18,0.0914,5.109,10.786331
61.06,48.01,0.1426,3.672,10.156708
60.91,54.29,0.1482,11.4,10.241631
60.95,49.46,0.1733,18.77,10.490889
61.07,59.6,0.05986,6.249,11.79008
60.9,52.06,0.02645,3.566,13.35449
61.1,48.82,0.01149,2.074,14.081861
60.9,55.54,0.01282,5.929,13.998886
60.97,43.44,0.0558,10.3,12.276841
53.33,58.35,0.1198,6.488,10.768778
53.42,48.32,0.1347,18.51,11.108983
53.39,39.07,0.1891,11.31,10.683391
53.35,34.54,0.1144,8.625,11.448777
53.34,35.9,0.1255,16.01,11.493909
53.12,58.42,0.01644,7.029,14.681763
53.45,57.74,0.07256,14.27,12.354838
53.21,35.68,0.1562,5.393,10.833166
53.22,58.06,0.1231,1.99,10.439564
53.35,41.82,0.08845,12.18,11.702551
53.34,55.84,0.08206,1.233,11.866312
53.14,53.86,0.1344,15.9,11.009523
53.36,47.55,0.02511,11.53,14.335069
53.41,61.49,0.1393,1.08,10.204278
53.12,44.44,0.09459,18.08,11.723533
53.38,42.5,0.09394,10.58,11.433254
53.15,38.98,0.1547,3.434,10.652076
53.16,42.71,0.03589,12.54,13.941073
53.19,56.81,0.058,17.85,12.857865
53.27,58.98,0.05566,12.6,12.995625
53.42,35.09,0.06642,7.9,12.544625
53.3,40.12,0.03142,8.958,14.194921
53.22,39.43,0.001147,13.59,15.447835
53.22,40.89,0.1723,16.98,10.96763
53.18,58.59,0.03514,17.53,13.9507
53.17,47.92,0.1929,0.4918,10.119275
53.4,42.41,0.1719,19.88,11.030433
53.4,52.52,0.01187,0.5599,14.945336
53.36,32.87,0.1227,1.417,11.167873
53.4,52.76,0.1387,3.611,10.598784
53.32,39.85,0.06418,3.95,12.671651
53.27,46.92,0.01812,6.173,14.746085
53.24,47.39,0.1823,4.415,10.277825
53.26,30.72,0.05732,6.79,12.962638
53.41,36.5,0.1341,18.5,11.424055
53.26,56.61,0.1704,8.638,10.435212
53.32,34.11,0.1991,7.978,10.560464
53.29,64.59,0.06727,6.574,12.272286
53.44,36.25,0.05973,6.062,13.12252
53.25,33.59,0.04181,19.96,13.827386
53.38,53.12,0.02463,9.693,14.416877
53.25,57.02,0.04254,17.05,13.632633
53.24,49.74,0.1725,17.06,10.621814
53.19,38.94,0.0005947,16.83,15.469099
53.15,31.57,0.05076,16.33,13.35501
53.43,61.38,0.01082,0.9935,14.980346
53.17,51.75,0.1588,14.54,10.80819
53.18,44.64,0.1303,1.637,10.664827
53.13,58.47,0.1688,7.44,10.25693
53.31,62.48,0.1324,6.865,10.560653
53.32,43.2,0.02145,15.4,14.501607
53.33,42.9,0.1039,13.07,11.457305
53.14,31.73,0.007968,9.343,15.144209
53.23,34.2,0.1491,6.694,10.998663
53.37,47.75,0.09291,0.3265,11.380394
53.44,56.65,0.01654,4.473,14.723238
53.26,33.29,0.1121,0.3308,11.242909
53.29,41.2,0.1524,10.17,10.772714
53.2,52.73,0.1519,16.32,10.740281
53.43,32.69,0.1333,10.11,11.340808
53.1,59.59,0.1575,12.62,10.542946
53.13,47.16,0.03302,16.55,14.069429
53.32,44.1,0.1497,13.73,11.075408
53.28,62.58,0.02968,6.341,14.216236
53.39,30.28,0.1238,4.559,11.38927
53.43,37.03,0.125,3.368,11.102947
53.16,59.52,0.02539,17.51,14.330006
53.38,47.94,0.05687,17.89,13.021027
53.3,39.91,0.1078,2.239,11.246504
53.23,31.85,0.08327,9.908,11.986162
53.15,63.54,0.1566,8.356,10.325995
53.28,46.01,0.1698,9.893,10.515396
53.11,56.1,0.00275,19.81,15.372732
53.37,41.33,0.008598,3.657,15.154384
53.18,60.57,0.1477,6.914,10.302183
53.3,41.14,0.007517,8.791,15.136293
53.44,45.42,0.1653,2.066,10.448085
53.2,62.2,0.1182,14.74,11.113703
53.34,41.57,0.1508,14.39,10.950174
53.29,46.68,0.02114,7.236,14.548677
53.12,62.93,0.02802,18.28,14.173248
53.1,42.39,0.1046,14.28,11.540334
53.4,53.11,0.1875,6.429,10.273272
53.37,52.52,0.04819,13.46,13.418693
53.36,57.93,0.1649,4.84,10.397891
53.2,33.76,0.134,3.161,11.084813
53.19,31.42,0.1273,11.26,11.433823
53.31,50.11,0.09288,11.07,11.421316
53.24,41.7,0.1957,19.82,10.724255
53.25,57.0,0.05268,5.043,13.100957
53.28,47.69,0.07965,17.27,12.079107
53.11,44.23,0.1562,11.85,10.757198
53.43,56.83,0.1503,12.25,10.670361
53.22,50.7,0.1122,6.486,10.93648
53.13,31.48,0.1125,3.258,11.311803
53.21,34.3,0.07282,16.35,12.451167
53.35,38.52,0.1967,10.21,10.582757
53.27,54.37,0.08742,3.724,11.622309
53.16,43.75,0.003721,10.79,15.321761
53.16,61.36,0.1334,6.129,10.492735
57.85,54.63,0.1092,9.872,10.828937
57.88,30.87,0.1643,2.552,10.553667
57.97,49.95,0.09527,12.64,11.053027
57.8,59.9,0.05773,0.9124,12.36715
57.73,54.62,0.1305,7.306,10.377707
57.9,32.47,0.01005,1.608,14.477433
57.96,58.21,0.1808,10.74,10.09533
57.92,60.24,0.1834,8.292,9.7944225
57.96,35.65,0.167,15.49,10.784351
57.92,49.83,0.1358,17.8,10.87747
57.9,53.01,0.06002,9.218,12.142249
57.76,51.74,0.006743,11.75,14.658097
57.66,36.58,0.196,10.43,10.344471
57.7,39.04,0.06697,9.144,12.241442
57.78,48.31,0.08956,8.732,11.150297
57.76,36.36,0.05116,5.539,12.768314
57.98,35.07,0.02577,16.35,13.808397
57.67,32.37,0.1611,15.86,10.835643
57.66,42.86,0.02864,1.243,13.893981
57.76,63.65,0.1565,18.97,10.490515
57.93,52.57,0.106,3.14,10.493538
57.79,37.12,0.07224,14.33,12.091549
57.7,42.07,0.07253,4.807,12.084034
57.71,31.2,0.1911,9.779,10.457721
57.81,64.26,0.1446,17.67,10.520882
57.85,59.34,0.1214,18.2,10.800074
57.94,59.05,0.169,11.43,10.172224
57.73,36.95,0.07925,9.28,11.716543
57.84,44.95,0.1671,14.57,10.630039
